videoId,chunkIndex,content,startMs,endMs
0ba7fe5a-525f-4d35-8874-d6b32a365290,4,"We want to talk about the built-in methods for arrays that require callbacks for each map, filter, find, reduce, sum, and every. And our game plan here is to cover a couple of the easier ones, then take a break to talk about a different function syntax we haven't seen yet called arrow functions. Arrow functions are a newish way of writing functions. They're just shorter, cleaner, easier when you need to pass a function in as an argument.",100160,125730
a89e3671-971b-44e4-a3be-c0aa64630c40,16,"The thing to realize is that the model is the most important thing about the whole simulation process. If the model is incorrect, it doesn't matter how good the computer is at performing the simulation, it won't get the right answer. If our model of gravity is wrong, then our prediction about the path of the comet will be wrong. If our model of how a hurricane moves is wrong, then our predictions of hurricane paths won't be accurate.",489580,513250
02ad6b79-b765-4293-bb0a-e8771da641a8,12,"If you didn't hold it. I see how you got confused. You thought because they're more digits in 3,300s than in 5 10th, you'd get more meat for less money. Well, if you were using whole numbers, you would have been right. With whole numbers, 33 is always larger than 5. But when you move to the right of the decimal point, you have to look at the numbers in the 10th space. If one of the numbers is larger, you can stop right there, like with 0.5 and 0.33.",463209,489160
fce685d4-7eed-42e2-93c7-a0e78d8efb37,23,"This is not that great, I totally recognize that, but we have to start somewhere. So next, we'll continue on our promises journey.",657240,663230
e12a7b28-734e-40ca-a864-a9fb59779b65,7,"and the little word if that makes everything happen here. A rada da had and past participle. These are all the elements, all the ingredients for this kind of conditional. Now we call this the third conditional, but don't worry too much about names or whatever. Just get the idea and get the concept first. Now this is the form, but. We can easily have in a different order.",309160,341760
8c05dc02-d2de-4e8d-bfff-9833470fa2bd,12,"And then I'll do an arrow function, so I need a set of parent around the two parameters, and then my arrow, and I won't do this one on one line, will return manually. I want to multiply total by the current vowel. And then let's save this to a variable constant product equals. What does product equal? We get 25, 20. OK, I guess that's probably right. Let's see, 3 times 4 times 5 x 6 x 7. There we go.",342450,377040
ef4b25b9-6d3b-4039-963a-e1f562b3cece,61,"In that case, we could run additional simulations to help decide which changes in spending and investment would be most helpful. Now I'd encourage you to explore these and other computer simulations for yourself. Overall, it's hard to overstate the importance of computer simulations.",1762630,1781010
ef4b25b9-6d3b-4039-963a-e1f562b3cece,38,"If we run this code, we'll see a pretty wide range of outcomes from ones where we actually lose a little money to ones where we make more than 10 times what we started with. Let's say that we want to understand that overall performance. We can compute some basic statistics on the final balances to help with this. We can use the statistics module that's part of the Python Standard Library.",1121570,1145270
fe839af5-745c-427f-a787-8540d731cb03,3,"On the top left hand side is a little search box. So when you first get started with icons, of course you're probably not going to know exactly what the name of any icon is. So it's really up to you to just kind of take a guess. When I look at these icons, the words that come to my mind are play for that right there, it's like a play icon and pause. So I'm just going to take a guess and I'm going to search for play. And when I search for play, we're going to eventually see some results.",94470,120930
a4d233ff-cd7c-429f-b7ad-c81dcba0e068,0,"In this section we're going to start to take a look at node JS. So what's node all about? Well, up to this point in this course we've been running code exclusively inside of our browser. In other words, we created an HTML file, we linked a JavaScript file to it, and then we loaded both up inside the browser, and the browser executed our JavaScript code.",810,18590
94661b1f-026a-477e-a56b-5234dd5595bb,6,"Doesn't need to be on my computer, so I got rid of it. Another one you might, you might possibly want, if it doesn't come with your version of Python, is go into your shell and simply type import requests. OK, that worked for me, but if you see an error that looks a lot like this, module not found error, you're going to need to install requests. So let's go ahead and quit.",210630,232679
ef4b25b9-6d3b-4039-963a-e1f562b3cece,14,"Harvard's Mark 1 computer did simulations for the US Navy and the Manhattan Project during World War II. After the war, ENIAC, the first fully electronic computer, simulated ballistic trajectories for the US Army, starting in 1946. Now, when we talk about simulations, we normally mix two ideas that are very related but distinct. The first idea is a model. A model tells us what the laws, rules, or processes are that we're trying to compute.",428400,457990
ef4b25b9-6d3b-4039-963a-e1f562b3cece,63,"Cities and nations regularly use simulations to predict future trends and to decide how to spend resources and plan for the future. And there are climate simulations where computers are used to predict the future of our entire planet. Taken all together, the decisions made based on simulations have consequences measured in the trillions of dollars, or sometimes matters of life and death, and affect basically everyone on the planet.",1806720,1833390
ef4b25b9-6d3b-4039-963a-e1f562b3cece,45,"A more common approach will be to split the savings into two groups, such as half in a stock account and half in a bond account. We can easily modify our code to see what that would look like. Here, we've created a 3rd type of account, which we'll call the mixed account. We'll keep track of two balances in each iteration, the mixed balance for stocks and the mixed balance for bonds.",1309590,1332020
a89e3671-971b-44e4-a3be-c0aa64630c40,28,"So we'll create a function change in balance that takes in the current balance as a parameter and returns how much it changes one year later. In the earlier case, we had a 3% interest rate, so the change in balance is 3% of the original balance. In our simulation loop, each iteration of the loop increases the balance by changing balance.",830020,851890
a89e3671-971b-44e4-a3be-c0aa64630c40,10,"Here's what the code might look like. We could first get the amount of the mortgage, the interest rate, and the monthly payment from the user. Then we can generate values for each month. We'll keep this up until we've reduced the mortgage to 0 or gone through 30 years. Now each month we'll do several things. First, we'll update a month array with a new month. We'll also add on to 3 other arrays. First, we compute what the amount of interest generated in a month is.",320550,351660
ef4b25b9-6d3b-4039-963a-e1f562b3cece,58,"If you've ever used an online calculator to show you retirement projections or you've had a financial advisor show you retirement options, you might have seen results like this before. The code we've been using here is a whole lot like what they'll use. In fact, this code that you've seen is actually more sophisticated than the systems that the average person encounters. And you can play around with this. Try entering data from your own accounts and see how it comes out.",1681560,1708830
a89e3671-971b-44e4-a3be-c0aa64630c40,53,"Then we begin our Monte Carlo simulation with a loop over some large number of scenarios. Each iteration of this outer loop will be one simulation what happens to the money in one example. So we start out by setting the amount in the stock and bond accounts and the annual expenses. We then looped through all the years simulating the results from each year. In this inner loop representing one year, we first adjust our stock and bond balances based on returns and then rebalance.",1537200,1569720
e4c82d42-c96a-41c9-aa61-2481e3538af0,6,"Well, I already know what to do, so I'm going to do it all by myself. Thanks a lot, Kate. You saved my life. Bye bye. You teach them a little and they just walk off. No gratitude. It's amazing how much easier rewriting fractions as decimals can be once you understand the process. Gina caught on right away as soon as Kate explained to her that what she had to do was make the fractions have denominators that were powers of 10.",262259,289470
21050cf2-b0ab-402b-a195-e6eb14049634,2,"It's as simple as going to Google.com/Chrome and clicking download. It will just make for a better experience if we're on the same page. And as far as the editor that I'm using, I highly recommend VS code. Not just because I'm going to be using it in the course, and it will be easier for you to follow along, but also it is just my personal editor of choice these days.",44830,66360
8c05dc02-d2de-4e8d-bfff-9833470fa2bd,8,"It holds the sum of all of these elements before it, and now current value is the last element 11. So we return the sum of 24 and 11, which gives us 35, and we've hit the end, so reduce returns 35. That is the total accumulated value. So we end up with 35 as the return value.",241809,262688
c1947c90-3404-4dec-b750-6f71312c4cec,2,"JavaScript is a little different. There actually isn't a single JavaScript. There isn't a one JavaScript download link that you go to, like there might be for Windows or for iTunes. Instead, JavaScript is implemented by all the different browsers out there, and it's up to those browsers to implement new features. So the way that it all works is that there's an organization called ECMA, ECMA.",53959,79870
ef4b25b9-6d3b-4039-963a-e1f562b3cece,16,"The thing to realize is that the model is the most important thing about the whole simulation process. If the model is incorrect, it doesn't matter how good the computer is at performing the simulation, it won't get the right answer. If our model of gravity is wrong, then our prediction about the path of the comet will be wrong. If our model of how a hurricane moves is wrong, then our predictions of hurricane paths won't be accurate.",489580,513250
feb287e6-4f87-40bb-9af6-a3ee4d6479d0,0,"Tag Eins Esther Tim. Hello, Ich Pin Pin. Ich bin swanzig yarra alt und ich kme auschwannin. Tag Eins Esther Tin. Hello, Ich Bin Pin. Ich bin swanzig yarra alt und ich comme ausschwannin. Tag Eins Esther Tin. Hello, Ich Pin Pin. Ich bin swanzig jare alt und ich comme ausschwannin. Tag Eins Esther Tin. Hello, Ich Pin Pin. Ich bin swanzig yarra alt und ich comme ausswin. Tag Eins Esther Tim. Hello, Ich Pin Pin. Ich bin swanzig yarra alt und ich comme ausschwannin. Tag Eins Esther Tin.",1110,71949
a89e3671-971b-44e4-a3be-c0aa64630c40,20,"And this will continue until we've reached the total time that we want to simulate T. So let's say that we want to see how an account accumulates interest over time. Suppose we use $1000 to buy a 10-year certificate of deposit that earns 3% per year. We want to see how that grows over time. Remember what should be needed for our simulation. In this context, our model is the increase in interest rate, basically that our value increases by 3% per year.",605170,636820
ef4b25b9-6d3b-4039-963a-e1f562b3cece,42,"Next, we create a 2nd function to compute the increase in balance for bonds, and we rename the one for stocks so that they're clearly different. So change in balance stocks will compute the change in balance assuming a stock account, and change in balance bonds will compute the change in balance assuming a bond account. We'll basically keep track of everything else in pairs.",1230400,1252080
ac116d4c-6436-4ffc-a979-3f09fa649bd5,16,"But of course you didn't need to use any books at all. What? Area equals the measure of length times the measure of width, or 12 times 8, which is 96 square meters, or A equals L times W. A equals L times W. That doesn't sound like a magic spell to me. It sounds more like a math formula. It doubles for It's both math and magic. 96 times. Um. Hey, where's your little rag, huh? Hey, you two punks don't think you're gonna beat me out of this job, do you? Insane. You get 96 m too. What? Mm",735869,815859
ef4b25b9-6d3b-4039-963a-e1f562b3cece,41,"So if we have a different set of data, say, for bond yields, we can calculate how a bond investment would perform. So here I've pulled out a set of bond rates which I've again hardcoded into the program. I'll pull out a set of bond rates and see how we might do if we'd had an account that earned that rate each year instead of the stock market rate. In fact, we'll simulate both accounts first. We have a list of historical bond yields.",1203180,1229580
ef4b25b9-6d3b-4039-963a-e1f562b3cece,59,"What happens if you change expenses, or the amount saved, or how long it needs to last, or the percentage in stocks versus bonds? Can you keep some percentage in cash? Well Now you know enough about programming that you can make this more sophisticated analysis if you want to. Keep in mind that the whole simulation is only as good as the model that we start with. For this case, we have a model based on sampling historical data about stocks, bonds, and inflation to predict the future.",1709450,1739820
0c790b52-9520-4feb-af33-1671b4a5061e,2,"With JavaScript, things are a little murkier, but MDN is a really good resource. So, this is what it looks like, developer.mozilla.org. Uh, what I do, if I'm ever Googling something, and I'm, I'm trying to understand how a feature works in JavaScript or I can't remember, uh, the name of a particular method, I'll Google and add MDN at the end of my Google search, so I get these search results. So just as a, a quick example here, um, we go to references and guides.",41709,70220
02ad6b79-b765-4293-bb0a-e8771da641a8,13,"Once you see that 5/10 is larger than 3/10 in the 33 hundreds, it doesn't matter how many more numbers there are to the right. I get it. Oh, and another thing you can do just to double check is this. Adding a zero won't change the value of 5/10, but it can help to confirm whether a decimal with one number to the right of the decimal point. Larger or smaller than another number with two digits to the right of the decimal point. Thanks, Kate. I understand that now, Martin.",489809,516164
fce685d4-7eed-42e2-93c7-a0e78d8efb37,22,"And then here we're using two existing methods on those promises or on this specific promise, we'll get you a dog. These are the basic building blocks of promises, and we're gonna continue to build on these. Remember, we will be refactoring some code. Uh, that nasty callback hell we saw, was that the last video? Plus we'll see how to make requests. This will all start to make sense if you're, if you're questioning it or if you're lost, it just doesn't seem that useful.",632580,656920
a4d233ff-cd7c-429f-b7ad-c81dcba0e068,2,"So first off, like we just mentioned, when we run JavaScript in the browser, we're adding script tags to an HTML document that causes the browser to fetch that JavaScript file and execute all the code inside of it. When we start to make use of Node, however, we're going to use a program called the Node CLI or Command Line Interface to take in a JavaScript file and run all the code inside.",39820,61860
e12a7b28-734e-40ca-a864-a9fb59779b65,5,"So the whole idea about this, the past is the past, you cannot change it. But you can talk about different possibilities. So something happened to you a week ago, you cannot change it, but you can imagine and think and talk about different possibilities in the past, and this is when we use these conditionals. So what would have happened if something else had happened. OK. Let's get an example or an idea. Well, first is about the present tenses to do, to see, to buy.",223830,264850
fe839af5-745c-427f-a787-8540d731cb03,4,"Here we go. So these are all the different icons that match that search string. Looks like that one right there looks pretty good, so I'll click on that one to figure out how to use it. Now sometimes Font Awesome's website is really slow, so I'm just going to give this a second to load up. Hopefully it resolves quickly. OK, very good. So now to actually make use of this icon, you'll see right underneath play is a little eye tag right there.",121270,142250
c1947c90-3404-4dec-b750-6f71312c4cec,9,"So, naming started to go by ES for ECM script, and then instead of a version number like 45 or 6, it's now a year. So ES 2015, ES 2016, ES 2017. So, all of these terms over here on the left are referring to, well, except for JavaScript, they're all referring to this specification document. ES 6 is the same as ES 2015, and it all boils down to this one document that we saw and text being added in to describe how a feature should work.",249449,280730
c5b0f316-a73e-410c-90e4-462ad7174a20,14,"We'll see that we can specify an object if we're trying to accumulate data into an object, and that's what we're going to see next up. So to wrap this up, we saw that you can use reduce not just to multiply or to sum things together, but also to keep track of the max or the min or some piece of data. It doesn't have to be max or min. It could be the, the longest string in an array, the highest rated book, whatever it is, as we iterate over each element in an array.",488950,516570
ac116d4c-6436-4ffc-a979-3f09fa649bd5,9,"There. Are these square enough for you? Yeah. All he did was measure one row, then the other. He didn't even have a square meter clock, just a meter stick, but how'd that tell him square meters? He didn't measure anything in the middle. Maybe we could learn how to move faster. Nobody could move that fast. No, this was us. We measured one row, but there, there was more than 4 square meters in each row. Pretend, OK, I'm just trying to get the idea. OK. Then we added another row.",447950,486899
e4c82d42-c96a-41c9-aa61-2481e3538af0,11,"If I multiply both parts of myself by 2, I become 2 tense, which is 0.2. Let's go, sh, Louis. Well, just this once, perhaps. And so Chulula multiplied both parts of herself by 2 and became 4/10 and therefore 0.4, and Thisby 3/5 became 6/10 and therefore 0.6. And finally Frederick 4/5 himself followed suit and changed into 8/10, which is 0.8.",417420,447660
e4c82d42-c96a-41c9-aa61-2481e3538af0,8,"And these swanky people looked down on the inhabitants of fun loving decimal town. Of course, not everybody in Fractionville was a snob. Many of the fractions lived very modestly in tents, 1/10, 2/10, 3/10, and so on. And they loved to sneak off on a Saturday night to go dancing in decimal town because the 10s knew that they were just the same as the decimals.",335470,358309
801bdbd6-884f-4a63-9a7b-cf2ab9740fea,5,"And then we can say if that rec dot status code does not equal 200, we could send an email, we could alert, we could break out of this script, we could do anything we want. So we're just gonna pass, but Ultimately, this would ideally send an email, send a text using Twilio API something like that. Email me or. Text me something like that. And this is going to run very, very quickly over and over and over again. So we don't want to spam our server with requests.",159660,192449
c1947c90-3404-4dec-b750-6f71312c4cec,6,"It gets kind of technical here. There's a committee called TC 39 at this ECMA organization. They're the ones who are in charge. Of evolving and maintaining this massive document that describes how ECMScript should work. And every year, different delegates on this committee meet up, they listen to presentations, they debate to figure out which new features should be added to this specification.",170009,193375
e4c82d42-c96a-41c9-aa61-2481e3538af0,15,"Wow, this decimal is a non-terminating decimal. What it's a perfectly good decimal, except that you can't write it with a denominator of 10 or 100 or 1000 or any power of 10. It'll never end with a 0. I still don't get it. Is there any whole number that you can multiply by 3 to get a denominator with the power of 10? You are right, I'm lucky that all my fractions can be made into terminating decimals. Well, I think Gina's got it.",599650,634760
fce685d4-7eed-42e2-93c7-a0e78d8efb37,9,"This may not make sense at the moment, but why don't I start by showing you how it works, and it should click after a bit of practice. So the way we make a new promise in JavaScript is like this, new promise with a capital P. I'll save this to a variable. Let's go with this idea of my parents promising me a dog. Kant, um, will get you a dog equals new promise. And when we create a promise, we pass in a function, and this function has two parameters always.",226310,256100
e4c82d42-c96a-41c9-aa61-2481e3538af0,5,"How would you write 2/10 as a decimal? I get it. Right now, how about the next one? It's easy. It's already intense. Let me do the next one. It's a breeze. How about the last amount of paint, 6/25s? That's not so easy. I'll show you. I've got to solve this one myself. Hmm. I have to move into the hundreds, hm. How would you write 2400 as a decimal. That's perfectly correct. It's not so hard after all. Where are you going home? But what about the rest of the paint, the other colors?",199850,261968
ef4b25b9-6d3b-4039-963a-e1f562b3cece,11,"We then figure out how much of that payment went to interest versus principal. Each of these is recorded in a list, as is the amount of the mortgage remaining. Now we can easily print out the data using our plot commands. We use a red line to show the remaining mortgage, a blue one for the total principal paid. And a green one for the total interest paid.",352510,373860
a4d233ff-cd7c-429f-b7ad-c81dcba0e068,5,"So if we start to have multiple different files with node, we have to treat each different file as its own separate world or its own separate kind of silo. In other words, all the different variables, functions, and objects we define inside of a file with node JS are isolated to that single file. And if we want to share that code with another file, we have to go through a very manual and distinct process.",114940,137370
94661b1f-026a-477e-a56b-5234dd5595bb,4,"And that will go ahead and get and install PI on your computer for you. Now that command again is just this. Curl HTTPS colon slash bootstrap.piipai papa.io/get-Pip.PY-O get pip.piie. So, you know, feel free to pause the video here if you need to, if this isn't available for you on this platform, uh, to basically copy and paste. You can just pause the video and write it out. And then you need to run Python, get pipped up high. And once that's done running, you should be able to do pip.V.",136699,175139
fce685d4-7eed-42e2-93c7-a0e78d8efb37,4,"The first is how you create a promise, how you could create a function that Turn to promise and then the second is how you consume or interact with promises, which we do all the time, even if we're not writing the promises ourselves, we might be making a request from a library or using a library like Axios, which is something we'll see in just a bit. It returns and a lot of its functions return promises, so we need to understand how we work with those promises.",94530,120090
801bdbd6-884f-4a63-9a7b-cf2ab9740fea,9,"See if you can get a different status code from a different website. And if you get a different status code, something that's not a 200. Feel free to go and research what that status code means if you're not familiar with HTTP status codes.",286000,299239
a89e3671-971b-44e4-a3be-c0aa64630c40,52,"The program itself starts by asking the user to enter some key information. We'll ask how much money is in the account to begin with, what the annual expenses are, and how long the money needs to last. We'll then set up some initial variables. We'll be keeping account of how many times the money runs out. We'll assume we have a mixed account that's rebalanced, and we'll set some percentage that should be in stocks. In this case it's set to 50%.",1507760,1535910
ef4b25b9-6d3b-4039-963a-e1f562b3cece,10,"Here's what the code might look like. We could first get the amount of the mortgage, the interest rate, and the monthly payment from the user. Then we can generate values for each month. We'll keep this up until we've reduced the mortgage to 0 or gone through 30 years. Now each month we'll do several things. First, we'll update a month array with a new month. We'll also add on to 3 other arrays. First, we compute what the amount of interest generated in a month is.",320550,351660
ac116d4c-6436-4ffc-a979-3f09fa649bd5,15,"1 m. So what? So the wand was actually a 1 m stick and the books were square meters. Again, so. Well, then I watched you laying down all the books. You got to the end of one side and then you went along the top, and I realized that you could have stopped right there. All you had to do was count the number of squares along the side, 12, and the number of rows along the top. 8 rows of 12 squares is 12 multiplied by 8, which equals 96 square meters.",701330,735619
a89e3671-971b-44e4-a3be-c0aa64630c40,23,"And this continues until we've gone for 10 years. At the end, we print everything out. Now if we wanted a graph of the data, it's a simple matter of importing Piplot commands from mathplotlib and calling plot and show. And we get an output showing an exponential growth pattern over the years. The model can be any sort of process. In a lot of scientific simulations, the model is a set of differential equations.",699980,730120
fce685d4-7eed-42e2-93c7-a0e78d8efb37,12,"When someone promises you something, we would say the status of that promise is pending until either they break the promise or they follow through on it. So if we don't reject or resolve a promise, its value or its status will be pending. So the pending state of a promise is frequently what you will see initially when a promise is first returned. If we're making a request and that takes 10 seconds, which would be horrendously slow, during those 10 seconds, we don't have a response.",313070,342730
e4c82d42-c96a-41c9-aa61-2481e3538af0,18,"The Egyptians, who were very advanced, did not really have a symbol to represent the number 0, and so decimals didn't become important until 0 became important. Mathematicians realized that between the number 0 and the number 1 were a Google of numbers. Now I won't put all the commas in there, but there we have it, the Google. In the 1500s there was a fellow called Simon S Steven of Bridges.",691710,718489
ef4b25b9-6d3b-4039-963a-e1f562b3cece,4,"In this case, I'm using the x values from 0 to 5, and then for the y values I'm using the square of the x values. Also notice that we're now passing a parameter to the access command. The parameter is a list of 4 numbers giving the minimum and maximum extents for the x axis and the minimum and maximum for the y axis. In this case, we say that the x axis will go from 0 to 5 and the y axis will go from 0 to 25. Now running this code gives the plot just like we'd expect.",140450,174760
ef4b25b9-6d3b-4039-963a-e1f562b3cece,5,"Here's a more compact version that makes the same plot. Notice that instead of manually making the lists, I made a list of x values using the range command. Then I built a list of y values by going through the x values and appending the square of that x value onto the list. Also, notice that we're just importing functions from PyPlot to make things simpler. Instead of having to write PyPlot in front of each, I can write plot, access, or show directly.",175690,204580
a4d233ff-cd7c-429f-b7ad-c81dcba0e068,1,"When we start to run code with node JS, we're going to instead run code directly on our machine or our computer without any browser being involved. Understanding the differences between running code with node JS in the browser is easiest if we do a direct compare and contrast. So let's think about some of the differences between running JavaScript in the browser and running JavaScript with node.",18970,39090
65e733e0-5f7f-432a-a94c-7c8d5bcda3c8,5,"Now it's also possible to say about I'm going to and a place. I'm going to the city center now, right? So I'm going to the city center or possibly tomorrow I'm going to Italy next week, I'm going to France next year, right, we're going to the place. Now here is gonna when we have going and to in the verb for a future plan. I'm going to do it tomorrow. I'm going to buy it or this little plan going to gonna. I'm gonna do it tomorrow.",218200,260390
e4c82d42-c96a-41c9-aa61-2481e3538af0,3,"710. 6/25th. 6/2-fifths. Who figured out 6/2-fifths? I don't know, but it doesn't matter. It's my problem now. Never mind, we'll work it out. What's next? That's all the white paint. OK, now look at these numbers. The easiest thing to do to add up fractions with many different denominators is to change them into decimals, cause then it'll be easier to add. I knew that before, you know, patience.",130029,157479
ef4b25b9-6d3b-4039-963a-e1f562b3cece,19,"Then we're given some time in the future that we want to simulate to T. And we're given what's called a time step, which is usually stated as H. That's in honor of the 19th century English physicist Oliver Heavyside, who pioneered a widely used step function in calculus. The idea is that we're going to take steps forward in time by that amount H. and that'll let us determine a new state at that new time. We'll call the sequence of states SI and the sequence of times TI.",570320,604460
c5b0f316-a73e-410c-90e4-462ad7174a20,10,"When you use reduce, you can actually pass in an initial starting value. So, after your callback, the format would be something.re reduce. So we'll do array.reduce, you pass in your callback. And then initial value. Now, this callback is usually an inline anonymous function, so it ends up being kind of long, but at the end, after your function, you can add a comma, and then an initial value. So if we write a simple reducer function, let's just go back to, to adding numbers together.",352109,387029
65e733e0-5f7f-432a-a94c-7c8d5bcda3c8,8,"Two exceptions as in home and there. If you see here, you cannot say to go to home or to go to there, OK? Now I go and I'm going. I go is routine. Happens all the time. Happens all the time and I'm going is for now or future plans, right? So I go to the city center every day routine. I'm going to buy it tomorrow. This is about a future plan. Now, Ghana is going to, and the verb, going to Ghana. I'm going to do it tomorrow. I'm gonna do it tomorrow.",351980,394750
c1947c90-3404-4dec-b750-6f71312c4cec,0,"Before we start writing code and getting our editor all set up, I want to start with a quick discussion around terminology. So if you're brand new to JavaScript, one of the first things that might confuse you along the way are some of the terms I have on the left side of this slide. JavaScript, ECMScript, ES 2015, 2016, 2017, 2018, ES 5, ES6. What do All those mean? Are they all just JavaScript? Let's talk about it.",180,25405
02ad6b79-b765-4293-bb0a-e8771da641a8,7,"Baby bear had the largest amount of porridge, and then came Mama Bear with a medium amount, and Papa Bear had the smallest amount of all. The shortest number stood for the largest quantity and the longest number stood for the smallest quantity. Everything was back to front. It was all very confusing. Luckily, just at that moment, their old friend Goldilocks came to pay them a visit. Poor old bears. Decimals are different from whole numbers.",282829,312549
8683399c-1504-4457-8f21-f951a71f33e5,13,"Is the string of Thomas. And then let's just start with that. Let's process that. Invalid. It tells me immediately strings should be wrapped in double quotes. OK, so I use single quotes here that should be double, and this has no quotes, which is valid in JavaScript, not valid in JSON. If I try something like um hello or greets. Which should be a function. It doesn't even do anything. It's just a function.",419680,451060
a89e3671-971b-44e4-a3be-c0aa64630c40,39,"It has functions such as mean and STDV for standard deviation to calculate the overall mean and standard deviation of a list. The larger the standard deviation, the more volatile our investment is. So, we can modify our code to import the statistics module, and then at the end of the program, we print out the average and the standard deviation from all of our runs. If we run this code, we see that we get a pretty high balance, and we also get a pretty big standard deviation.",1145630,1177080
02ad6b79-b765-4293-bb0a-e8771da641a8,3,"That means that I ran the 100 m faster than anyone else, right? You all ran the 100 m in a little over 134/10 seconds, but your 200 of a second was what made the difference between winning and losing. I told you it was weird running against the clock. Not so weird. The clock showed that you're a winner. Amy did extremely well. Let's take a look at her score again and compare it to another one in the top 6.",151830,177619
e4c82d42-c96a-41c9-aa61-2481e3538af0,23,All I've ever done is divide the denominator into the numerator with my calculator. Is there another way? Sit down. MathWorks is a component of the Mathematics for the 80s Project and is supported in part by Exxon Education Foundation. This program was produced by Sail Away Productions under the supervision of the Agency for Instructional Technology.,847090,871719
ef4b25b9-6d3b-4039-963a-e1f562b3cece,29,"Now unless we have some guaranteed investment like a certificate of deposit, the amount that the investment increases or decreases will change itself over time. Interest rates go up and down, and for investments that are traded like stocks and mutual funds, the fluctuations can be really significant. So suppose we have an investment that we know can fluctuate, but the return will never be negative.",853360,877170
8c05dc02-d2de-4e8d-bfff-9833470fa2bd,10,"So let's try it again. Let's do something slightly different. Let's do a simple array. We'll go with numbs, just to keep it easy. Let's go, um, how about 34567. OK. And then if we call numbs. reduce, and I want to multiply all numbers together and end up with a product of all of these numbers. I need to pass in my callback, which follows that format.",293010,319470
8683399c-1504-4457-8f21-f951a71f33e5,7,"First of all, every key in jason must be a string with quotes. We use colons instead of an object. We also can use arrays. We can have values like numbers, booleans, strings, but we cannot store more complicated things like functions as an example. So the bad news is that it's not actually JavaScript. The good news is that it's very close, which makes it a great fit if we are using JavaScript because we can translate between JSON and JavaScript very, very easily.",239580,270150
c1947c90-3404-4dec-b750-6f71312c4cec,5,"This is the specification for a language called ECMScript. Named after the organization ECM, and if you just take a look at really any piece of it, you won't see much code at all. It's mainly text explaining how different pieces should work, how things are related, what key words need to exist in the language, so it's a set of rules. Then it's up to the browsers like Safari or Chrome or Internet Explorer to go and follow those rules and implement them as JavaScript.",139550,169710
0c790b52-9520-4feb-af33-1671b4a5061e,3,"There are some tutorials here, but if you go to technologies and you look at JavaScript, This gives you a whole reference of pretty much everything in JavaScript. If we talk about arrays, which we will shortly in the course, if you go to the array page here, there's all sorts of information and tons of links about all the different things that arrays can do.",70430,91059
02ad6b79-b765-4293-bb0a-e8771da641a8,4,"When you're comparing decimals, you begin with the 10ths column, the one just to the right of the decimal point. We don't have to worry about the whole numbers here because they're the same. OK, the 10, both digits in this column are the same, 4 10th. So we'll move on to the 100s. Ah, here's the difference. Amy's 200 is less than the 500 in the other score. When you're comparing decimals, you do it column by column from 10ths. 200s, 2,000s.",178169,217270
a89e3671-971b-44e4-a3be-c0aa64630c40,34,"Now, given the results of all those runs, we can replace a simple printout of the values with a nice histogram to plot the results. We can use the hist command in matplotlib. That'll take in a list of results, which in this case is the final balances, and plot a histogram. We set the number of bins in this case to equal 20 and we'll run 10,000 experiments.",998420,1022890
a89e3671-971b-44e4-a3be-c0aa64630c40,31,"Let's say our rate of return will be between 0% and 6%. Well, we can run this code and see what the results would be. Every time we run the code, we get a different result. Now over the 10 years, it tends to come out pretty similar since the variations will tend to average out. But each time we run, we get a slightly different behavior. Now if we want to get an even better sense of what the overall performance is likely to be, we can run this code multiple times.",908560,940260
8c05dc02-d2de-4e8d-bfff-9833470fa2bd,16,"That is the new total, and the final value in the array is 7. So we end up now with 360 times 7, which gives us 2520. So that is a step by step walkthrough. Remember that the first parameter is the total. It is the thing you are boiling down to. You're reducing down to and you're keeping track. It persists. You can think of it as having a memory throughout this whole iterative cycle.",484130,512750
fce685d4-7eed-42e2-93c7-a0e78d8efb37,5,"So we'll tackle both of those creating promises from scratch and then also just working with promises that someone else made, OK. So let's talk about the basics. A promise is just an object. It's a JavaScript object which represents the completion or failure of some eventual process, something that can take time. Usually it's something that takes time. Otherwise, you probably wouldn't need a promise. So a promise is a way of promising a value that you may not have at the moment.",120400,146890
02ad6b79-b765-4293-bb0a-e8771da641a8,16,"And so it's very important to know where the decimal point goes when you are putting it down on paper. Uh, for example, we take a small amethyst. And we weigh it, and the scale tells me that it weighs 2500 of a carat. We take a larger one. And now the scale tells me that it weighs 24/10 of a carat. A carrot is, as we use it in gems, is a measure of weight. A carrot is 1/5 of a gram or 200 mg. We moved to, uh, a very lovely green garnet. And this one weighs 9/10 of a carat.",589650,646349
02ad6b79-b765-4293-bb0a-e8771da641a8,8,"You can't always tell how big a decimal number is by how long it is. Remember that decimal numbers can be put into columns the 10th column, the 100s column, the 1,000th column, and so on. Well, imagine that 1/10 is a bowl with a very large serving of porridge. 10 times larger than the serving in the bowl of porridge in the 100th column, which in turn is 10 times larger than the serving in the bowl of porridge in the 1,000th column. Baby bear has 0.9 kg of porridge. That's 9/10.",312880,346019
fe839af5-745c-427f-a787-8540d731cb03,2,"We'll then go back over to our HTML document. Here it is right here. I'll go up to my head. And I'm going to add in a link tag, so I'll say link. We're going to use a rail of style sheet. And then an H ref and we can paste in that link that we just copied. OK, so now that we've wired up font awesome, we can take a look at the font awesome documentation and figure out which icon we want to show. So I'll go back over to the font awesome documentation.",59740,94220
